chr10	0	chr10	0	1
chr16	0	chr16	0	2
chr19	0	chr19	0	1
chr2	0	chr2	0	1
chr20	0	chr20	0	1
chr3	0	chr3	0	1
chr9	0	chr9	0	1
chr2	0	chr2	1000000	1
chr20	1000000	chr20	1000000	1
chr11	2000000	chr11	2000000	2
chr12	1000000	chr12	2000000	1
chr16	2000000	chr16	2000000	2
chr4	2000000	chr4	2000000	1
chr6	2000000	chr6	2000000	1
chr1	3000000	chr1	3000000	1
chr10	3000000	chr10	3000000	1
chr11	1000000	chr11	3000000	1
chr11	3000000	chr11	3000000	1
chr19	3000000	chr19	3000000	1
chr2	2000000	chr2	3000000	1
chr2	3000000	chr2	3000000	2
chr3	2000000	chr3	3000000	1
chr3	3000000	chr3	3000000	2
chr4	3000000	chr4	3000000	1
chr5	3000000	chr5	3000000	1
chr6	3000000	chr6	3000000	1
chr1	2000000	chr1	4000000	3
chr1	4000000	chr1	4000000	1
chr11	3000000	chr11	4000000	1
chr11	4000000	chr11	4000000	1
chr12	4000000	chr12	4000000	1
chr16	4000000	chr16	4000000	1
chr18	2000000	chr18	4000000	1
chr18	4000000	chr18	4000000	1
chr20	4000000	chr20	4000000	1
chr7	4000000	chr7	4000000	1
chr10	5000000	chr10	5000000	1
chr12	4000000	chr12	5000000	3
chr12	5000000	chr12	5000000	1
chr16	4000000	chr16	5000000	1
chr18	4000000	chr18	5000000	1
chr19	5000000	chr19	5000000	1
chr2	2000000	chr2	5000000	1
chr2	4000000	chr2	5000000	1
chr4	5000000	chr4	5000000	2
chr5	4000000	chr5	5000000	2
chr6	5000000	chr6	5000000	1
chr8	4000000	chr8	5000000	1
chr9	5000000	chr9	5000000	1
chr1	6000000	chr1	6000000	2
chr10	6000000	chr10	6000000	3
chr20	5000000	chr20	6000000	1
chr3	5000000	chr3	6000000	2
chr6	3000000	chr6	6000000	1
chr6	5000000	chr6	6000000	1
chr1	7000000	chr1	7000000	2
chr11	7000000	chr11	7000000	1
chr2	7000000	chr2	7000000	1
chr4	1000000	chr4	7000000	1
chr6	6000000	chr6	7000000	1
chr9	7000000	chr9	7000000	1
chrX	4000000	chrX	7000000	1
chr1	7000000	chr1	8000000	1
chr12	1000000	chr12	8000000	1
chr17	8000000	chr17	8000000	1
chr18	5000000	chr18	8000000	1
chr19	8000000	chr19	8000000	2
chr2	6000000	chr2	8000000	1
chr2	8000000	chr2	8000000	1
chr3	3000000	chr3	8000000	1
chr4	8000000	chr4	8000000	1
chr1	9000000	chr1	9000000	1
chr10	6000000	chr10	9000000	2
chr10	9000000	chr10	9000000	1
chr2	9000000	chr2	9000000	2
chr3	9000000	chr3	9000000	1
chr4	9000000	chr4	9000000	1
chr6	9000000	chr6	9000000	1
chr8	9000000	chr8	9000000	1
chrX	8000000	chrX	9000000	1
chr1	8000000	chr1	10000000	2
chr1	10000000	chr1	10000000	3
chr10	10000000	chr10	10000000	1
chr16	5000000	chr16	10000000	1
chr17	10000000	chr17	10000000	2
chr2	9000000	chr2	10000000	1
chr4	4000000	chr4	10000000	1
chr4	10000000	chr4	10000000	1
chrX	4000000	chrX	10000000	1
chr11	11000000	chr11	11000000	1
chr12	3000000	chr12	11000000	3
chr12	11000000	chr12	11000000	1
chr16	11000000	chr16	11000000	1
chr17	10000000	chr17	11000000	1
chr19	6000000	chr19	11000000	1
chr2	9000000	chr2	11000000	1
chr2	11000000	chr2	11000000	1
chr5	10000000	chr5	11000000	2
chr8	10000000	chr8	11000000	1
chrX	11000000	chrX	11000000	1
chr1	12000000	chr1	12000000	2
chr10	12000000	chr10	12000000	1
chr11	11000000	chr11	12000000	1
chr11	12000000	chr11	12000000	1
chr12	11000000	chr12	12000000	3
chr12	12000000	chr12	12000000	1
chr17	8000000	chr17	12000000	1
chr17	12000000	chr17	12000000	1
chr18	12000000	chr18	12000000	1
chr19	12000000	chr19	12000000	3
chr2	4000000	chr2	12000000	2
chr20	6000000	chr20	12000000	1
chr6	12000000	chr6	12000000	2
chr9	11000000	chr9	12000000	1
chrX	7000000	chrX	12000000	1
chr10	12000000	chr10	13000000	1
chr10	13000000	chr10	13000000	3
chr12	11000000	chr12	13000000	2
chr19	13000000	chr19	13000000	1
chr11	14000000	chr11	14000000	1
chr19	1000000	chr19	14000000	1
chr19	13000000	chr19	14000000	1
chr19	14000000	chr19	14000000	1
chr2	14000000	chr2	14000000	2
chr3	13000000	chr3	14000000	1
chr4	11000000	chr4	14000000	1
chr4	14000000	chr4	14000000	1
chr5	1000000	chr5	14000000	1
chr5	10000000	chr5	14000000	1
chr6	7000000	chr6	14000000	1
chr8	14000000	chr8	14000000	1
chr1	15000000	chr1	15000000	3
chr12	15000000	chr12	15000000	1
chr17	14000000	chr17	15000000	1
chr19	15000000	chr19	15000000	1
chr3	13000000	chr3	15000000	1
chr6	15000000	chr6	15000000	2
chr8	15000000	chr8	15000000	1
chrX	4000000	chrX	15000000	1
chr1	15000000	chr1	16000000	1
chr1	16000000	chr1	16000000	1
chr10	16000000	chr10	16000000	1
chr12	15000000	chr12	16000000	1
chr16	16000000	chr16	16000000	3
chr19	15000000	chr19	16000000	1
chr19	16000000	chr19	16000000	1
chr21	15000000	chr21	16000000	1
chr8	15000000	chr8	16000000	1
chr8	16000000	chr8	16000000	1
chr9	14000000	chr9	16000000	1
chr9	16000000	chr9	16000000	2
chr10	17000000	chr10	17000000	1
chr11	17000000	chr11	17000000	1
chr16	17000000	chr16	17000000	1
chr17	17000000	chr17	17000000	2
chr19	17000000	chr19	17000000	2
chr2	16000000	chr2	17000000	1
chr2	17000000	chr2	17000000	1
chr3	16000000	chr3	17000000	1
chr4	10000000	chr4	17000000	1
chrX	17000000	chrX	17000000	2
chr1	18000000	chr1	18000000	1
chr10	18000000	chr10	18000000	1
chr17	17000000	chr17	18000000	3
chr21	17000000	chr21	18000000	3
chr22	17000000	chr22	18000000	1
chr3	17000000	chr3	18000000	2
chr5	8000000	chr5	18000000	1
chr6	10000000	chr6	18000000	2
chr6	17000000	chr6	18000000	1
chr7	18000000	chr7	18000000	2
chrX	18000000	chrX	18000000	1
chr1	5000000	chr1	19000000	2
chr1	19000000	chr1	19000000	1
chr11	12000000	chr11	19000000	1
chr11	19000000	chr11	19000000	1
chr19	18000000	chr19	19000000	2
